id,username,created_at,lng,lat,text
1514672271985676290,Zupa23,Thu Apr 14 18:29:45 +0000 2022,-72.858919,41.303103,Darth Vader came to wish my Brother a Happy Birthday Personally lol 😂! #happybirthdaylittlebro #brothers30thbirthday https://t.co/cwxqJbVCX9
1514672273038450693,jamaal30,Thu Apr 14 18:29:45 +0000 2022,-72.907,41.321,"Morning in East Rock. @ East Rock, New Haven https://t.co/WG8SSAt7JV"
1514672273701027840,NelzMama,Thu Apr 14 18:29:45 +0000 2022,-117.104989,32.810012,@BryBluesss This my last one . I ain’t having no more 😂
1514672273730514948,Lastofthespins1,Thu Apr 14 18:29:45 +0000 2022,-82.42046400000001,27.4133895,@HorrorNightsORL False. Your a disappointment. We want a house announcement. We demand satisfaction Chad. https://t.co/fNTtC8qk7E
1514672274489630731,demetriagilkey,Thu Apr 14 18:29:46 +0000 2022,-85.217466,38.1997865,"If at first you don't succeed, dust yourself off and try again. Aaliyah had the right mindset. 💯"
1514672274472935426,Mikespins,Thu Apr 14 18:29:46 +0000 2022,-74.1030275,40.81686,@latrellharris7 was on fire last week! We LOVE that guy.
1514672275114508292,Boricuastorm,Thu Apr 14 18:29:46 +0000 2022,-73.95,40.65,"Uh huh... 🙄 @ Brooklyn, New York https://t.co/TCG0g6FizC"
1514672275785715718,DamnThatsKey,Thu Apr 14 18:29:46 +0000 2022,-84.433106,33.7671945,@Desfes5 No fr
1514672275773083654,animeheathen,Thu Apr 14 18:29:46 +0000 2022,-71.19867049999999,42.22117299999999,Me and @AllOfTheeAbov 😂😂
1514672277106962433,stenderstender,Thu Apr 14 18:29:46 +0000 2022,-93.2620465,44.9706105,@SpencerToder He paid more in 2021 taxes than #Missouri would bring at auction. Read more honky!
1514672276800606210,obey_little,Thu Apr 14 18:29:46 +0000 2022,-117.104989,32.810012,@StolenVelour_ Thug Kitchen redux https://t.co/ookQt3KQth
1514672277215977472,HansomRansom4,Thu Apr 14 18:29:46 +0000 2022,-81.5167515,41.0808775,Happy birthday Julie Christie. #JulieChristie #actress #Oscar #favorite #Legend https://t.co/pLKdDpHlG9
1514672277245280262,Samsonprops,Thu Apr 14 18:29:46 +0000 2022,-77.7656,38.3425,Just listed by Jay Johnson in #Orange #VA. Rapidan Hills Drive! Please retweet!  https://t.co/XfxtNIHq3T https://t.co/ngdThYO03Q
1514672278037929984,AARONTAOS,Thu Apr 14 18:29:46 +0000 2022,-105.58359150000001,36.415483,@joshdjsavage Gentle Mammoth
1514672278734209024,LuckyShotsMIX,Thu Apr 14 18:29:47 +0000 2022,-83.804475,27.698681999999998,@brennadactyl @Xbox @Microsoft Bittersweet!
1514672278692315145,lilonimusic,Thu Apr 14 18:29:47 +0000 2022,-83.18478350000001,41.1147845,mannn how tf u make sb taller
